"ID","Date","Quarter","ROE","DebtToEquity","ProfitMargin","Price","MA10","MA20","RSI","Beta","Sharpe","Volatility"
1,"2014-03-31","2014-Q1",6.47419472913616,0.785768210102489,27.7410184776748,19.1692867279053,19.1401784896851,19.0531071662903,53.3646468401355,0.357212246836042,-0.585692996466284,0.232173618062157
2,"2014-06-30","2014-Q2",5.13677269892186,0.919985743562327,19.7245744589855,23.2325000762939,22.8577503204346,22.9973392486572,64.845031042226,0.873327630565357,3.42041647264526,0.226484022428497
3,"2014-09-30","2014-Q3",5.03493401353,0.881512698236664,19.5681220637042,25.1875,25.2315000534058,25.1027501106262,51.8590702379496,1.05806234587906,1.58751992298723,0.200446485160713
4,"2014-12-31","2014-Q4",6.38121877686958,0.903024630220181,22.1496033245183,27.5949993133545,28.0532501220703,28.0418751716614,45.1630323460372,1.02010601416581,1.74336111680314,0.206927500685159
5,"2015-03-31","2015-Q1",5.53077708250122,0.960269382683176,22.9416908279258,31.1075000762939,31.4360000610352,31.4113748550415,48.228887844806,0.956538293784557,1.85238427131519,0.276926661379963
6,"2015-06-30","2015-Q2",-3.98961077881698,1.17863966135135,-14.404869251578,31.3575000762939,31.7184999465942,31.8906248092651,41.2858163512616,1.36782343329168,0.155215746180747,0.180020228808766
7,"2015-09-30","2015-Q3",6.3296533023436,1.2325004842146,24.0541734138083,27.5750007629395,28.2952499389648,28.2628748893738,43.2488909452001,1.22340957348929,-1.37506435725802,0.340536762069009
8,"2015-12-31","2015-Q4",6.53555613441,1.34563688460537,21.0875777441587,26.3150005340576,26.8587501525879,27.8046250343323,33.972506305013,1.06156808353866,-0.698513751488412,0.248695500871984
9,"2016-03-31","2016-Q1",5.0209876213138,1.43120872657273,18.2942866884224,27.2474994659424,26.6892499923706,26.1575000762939,70.2153216328051,1.1982026189188,0.559762990402966,0.301790505692178
10,"2016-06-30","2016-Q2",3.75737152485257,1.46192080876158,15.1450470553992,23.8999996185303,23.6755001068115,24.1188750267029,47.5581261485747,0.874104411404043,-2.17326082716962,0.233910607033699
11,"2016-09-30","2016-Q3",6.87225631199825,1.7238485605491,25.8436701933601,28.2625007629395,28.3295000076294,27.7658748626709,58.1711097835028,0.823663145280469,3.00630945220162,0.22109763394005
12,"2016-12-31","2016-Q4",7.65865402241259,1.90398269562136,24.2662433206846,28.9549999237061,29.15,28.6445000648499,57.6803503600848,0.748499051688055,0.565200097085546,0.157650708737852
13,"2017-03-31","2017-Q1",6.57076810674204,1.85993699919752,23.634327072204,35.9150009155273,35.5167499542236,35.1960000991821,71.4430593240823,0.844952125343682,5.67754012436959,0.152932672644697
14,"2017-06-30","2017-Q2",9.19953027556407,1.85382677201263,31.5133762936926,36.0050010681152,36.305249786377,36.7957496643066,41.2212725084942,1.53048470459196,0.0366509763082176,0.184004964685963
