"ID","Date","Quarter","ROE","DebtToEquity","ProfitMargin","Price","MA10","MA20","RSI","Beta","Sharpe","Volatility"
1,"2014-03-31","2014-Q1",3.83581286968991,0.136882356455757,25.6594724220624,19.1692867279053,19.1401784896851,19.0531071662903,53.3646468401355,0.357212246836042,-0.585692996466284,0.232173618062157
2,"2014-06-30","2014-Q2",4.31156655401722,0.132072386351248,27.1821305841924,23.2325000762939,22.8577503204346,22.9973392486572,64.845031042226,0.873327630565357,3.42041647264526,0.226484022428497
3,"2014-09-30","2014-Q3",3.79508428288916,0.138901968170261,25.1639088354667,25.1875,25.2315000534058,25.1027501106262,51.8590702379496,1.05806234587906,1.58751992298723,0.200446485160713
4,"2014-12-31","2014-Q4",1.94204343971631,0.107214095744681,18.2030641391846,27.5949993133545,28.0532501220703,28.0418751716614,45.1630323460372,1.02010601416581,1.74336111680314,0.206927500685159
5,"2015-03-31","2015-Q1",1.36529692541532,0.120156795818778,14.4510302003951,31.1075000762939,31.4360000610352,31.4113748550415,48.228887844806,0.956538293784557,1.85238427131519,0.276926661379963
6,"2015-06-30","2015-Q2",1.82246780898307,0.11857447024232,17.7882236516576,31.3575000762939,31.7184999465942,31.8906248092651,41.2858163512616,1.36782343329168,0.155215746180747,0.180020228808766
7,"2015-09-30","2015-Q3",2.16320618058909,0.12189763399324,19.9066874027994,27.5750007629395,28.2952499389648,28.2628748893738,43.2488909452001,1.22340957348929,-1.37506435725802,0.340536762069009
8,"2015-12-31","2015-Q4",3.53023655524899,0.117350400289475,26.7248758774183,26.3150005340576,26.8587501525879,27.8046250343323,33.972506305013,1.06156808353866,-0.698513751488412,0.248695500871984
9,"2016-03-31","2016-Q1",3.68610816542948,0.0779215270413574,32.2928279450019,27.2474994659424,26.6892499923706,26.1575000762939,70.2153216328051,1.1982026189188,0.559762990402966,0.301790505692178
10,"2016-06-30","2016-Q2",4.53129031617808,0.0867951491574539,35.47234307023,23.8999996185303,23.6755001068115,24.1188750267029,47.5581261485747,0.874104411404043,-2.17326082716962,0.233910607033699
