"ID","Date","Quarter","ROE","DebtToEquity","ProfitMargin","Price","MA10","MA20","RSI","Beta","Sharpe","Volatility"
1,"2014-03-31","2014-Q1",-5.460191040901,3.85767102020051,-8.02524244934267,19.1692867279053,19.1401784896851,19.0531071662903,53.3646468401355,0.357212246836042,-0.585692996466284,0.232173618062157
2,"2014-06-30","2014-Q2",-6.49982726630286,4.23806273645878,-8.04576336617062,23.2325000762939,22.8577503204346,22.9973392486572,64.845031042226,0.873327630565357,3.42041647264526,0.226484022428497
3,"2014-09-30","2014-Q3",-7.79756474834411,4.61048498372811,-8.77056224201812,25.1875,25.2315000534058,25.1027501106262,51.8590702379496,1.05806234587906,1.58751992298723,0.200446485160713
4,"2014-12-31","2014-Q4",-11.805288962499,5.33147711443332,-11.2505892892048,27.5949993133545,28.0532501220703,28.0418751716614,45.1630323460372,1.02010601416581,1.74336111680314,0.206927500685159
5,"2015-03-31","2015-Q1",-18.6660484239047,6.34355330588368,-16.4043282121122,31.1075000762939,31.4360000610352,31.4113748550415,48.228887844806,0.956538293784557,1.85238427131519,0.276926661379963
6,"2015-06-30","2015-Q2",-25.7323999139585,7.96439057231532,-19.2912701471032,31.3575000762939,31.7184999465942,31.8906248092651,41.2858163512616,1.36782343329168,0.155215746180747,0.180020228808766
7,"2015-09-30","2015-Q3",-17.4842696492466,4.70591546381715,-24.536795372277,27.5750007629395,28.2952499389648,28.2628748893738,43.2488909452001,1.22340957348929,-1.37506435725802,0.340536762069009
8,"2015-12-31","2015-Q4",-29.5649919166119,6.40114828403328,-26.3836084122008,26.3150005340576,26.8587501525879,27.8046250343323,33.972506305013,1.06156808353866,-0.698513751488412,0.248695500871984
9,"2016-03-31","2016-Q1",-29.0887449567946,8.42848927980708,-24.6081245074312,27.2474994659424,26.6892499923706,26.1575000762939,70.2153216328051,1.1982026189188,0.559762990402966,0.301790505692178
10,"2016-06-30","2016-Q2",-11.6330872509318,3.69461340621372,-23.085360274705,23.8999996185303,23.6755001068115,24.1188750267029,47.5581261485747,0.874104411404043,-2.17326082716962,0.233910607033699
11,"2016-09-30","2016-Q3",0.816194663061353,3.69359571839158,0.951864659272653,28.2625007629395,28.3295000076294,27.7658748626709,58.1711097835028,0.823663145280469,3.00630945220162,0.22109763394005
12,"2016-12-31","2016-Q4",-2.55289863412128,3.52419117462961,-5.31101083719865,28.9549999237061,29.15,28.6445000648499,57.6803503600848,0.748499051688055,0.565200097085546,0.157650708737852
